Learning Rate,Batch Size,# Hidden Neurons,RMSE,R2
0.078,32,32,59146.49032916865,0.7297603826797818
0.078,64,8,64706.41814329553,0.6765659206128198
0.078,64,16,60400.86585723836,0.7181763811193884
0.078,64,24,58661.362153048954,0.7341752920934119
0.078,64,32,58529.50349126417,0.7353689873956594
0.078,128,8,61040.77882730825,0.712173225362469
0.078,128,16,60367.495380202745,0.7184877008506163
0.078,128,24,59940.682176325456,0.7224543524135002
0.078,128,32,59680.08430856612,0.7248624190324422
0.078,128,40,59574.55196349345,0.7258346107562677
0.078,128,48,58624.84118921601,0.7345061794838452
0.078,128,56,59291.521768507264,0.7284334639474135
0.078,128,64,58251.74435254697,0.7378747073238664
0.078,128,72,59203.18035001929,0.7292421023467468
0.078,128,80,59928.5119026932,0.7225670459445497
0.08,16,24,58511.07391477791,0.7355356134342842
0.08,32,8,61236.79008671388,0.7103217460092832
0.08,32,24,58112.26507554706,0.7391284817959971
0.08,64,8,61585.169558296555,0.7070163793883688
0.08,64,16,59033.468688482455,0.7307921850024148
0.08,64,24,58004.67993258751,0.7400935076776501
0.08,64,32,59652.49840052895,0.7251167137758494
0.08,64,40,57447.22313498771,0.7450651899970262
0.08,128,8,61930.94962381485,0.7037171337686181
0.08,128,16,60375.5832035482,0.7184122637548411
0.08,128,24,59799.44603853377,0.7237607537331552
0.08,128,32,59715.36642568396,0.7245370070989636
0.08,128,40,59288.75312756772,0.7284588251677924
0.08,128,48,59287.91354138433,0.7284665156855503
0.08,128,56,58851.43728090875,0.7324498454966262
0.08,128,64,58229.721253062744,0.7380728720382626
0.08,128,72,58584.16646308504,0.7348744582547844
0.082,16,8,62554.104068966546,0.6977246900068942
0.082,32,8,60550.092930167986,0.7167821075507876
0.082,64,8,59972.543507612994,0.7221592164979524
0.082,64,16,58727.67854567635,0.733573925212714
0.082,64,24,59375.688478984295,0.7276619173770957
0.082,64,32,58750.46786352919,0.7333671114339078
0.082,64,40,57936.23664463922,0.7407065051058763
0.082,64,56,57870.57066571803,0.7412939478855964
0.082,128,8,60505.376587135856,0.7172002668451369
0.082,128,16,60072.073662321985,0.7212362447049347
0.082,128,24,59914.371385245155,0.722697954674603
0.082,128,32,59662.81135224228,0.7250216598155227
0.082,128,40,59307.27553687578,0.7282891342174026
0.082,128,48,58340.332692052914,0.7370768290137419
0.082,128,56,58663.05126742054,0.7341599833865422
0.082,128,72,57943.838581093296,0.7406384557432131
0.084,8,8,87817.89471045438,0.4042595331159017
0.084,16,8,62797.12425040014,0.6953714729188636
0.084,32,8,60247.5222834945,0.7196055322698157
0.084,64,8,60813.80302187271,0.7143097725461298
0.084,64,16,59793.71865893185,0.7238136656366545
0.084,64,24,58598.86806326219,0.7347413759215777
0.084,128,8,61290.57455885731,0.7098126718391012
0.084,128,16,60274.14000333569,0.7193577175944459
0.084,128,24,59357.611481385866,0.727827719427623
0.084,128,32,59182.04147382714,0.7294354195244157
0.084,128,40,59239.55379071989,0.7289093019255193
0.084,128,48,58512.102020076694,0.7355263194799009
0.084,128,56,59181.89291518049,0.7294367778640897
0.084,128,64,58562.65589833887,0.7350691167599749
0.084,128,72,58493.22719069029,0.7356969197585459
0.086,32,8,60851.82146255343,0.7139524559002428
0.086,64,8,60150.921274534376,0.7205039816093572
0.086,64,56,58135.171274806045,0.7389227850237268
0.086,128,8,61288.838317898524,0.7098291124742944
0.086,128,16,60553.190020915106,0.7167531340544812
0.086,128,24,59931.40263020938,0.7225402806406549
0.086,128,32,59608.23389539767,0.7255245108857927
0.086,128,40,58855.942400584616,0.7324088816168619
0.086,128,48,59356.56609486439,0.7278373061586603
0.086,128,56,58637.00599832628,0.7343959867169313
0.086,128,72,57786.568636820484,0.7420444523507916
0.086,128,80,57557.651456862,0.7440841475922286
0.088,16,8,59558.6509273357,0.7259809461234763
0.088,32,8,60467.44743270003,0.7175547144440074
0.088,64,16,60799.029707234324,0.7144485594254815
0.088,64,24,58827.32009216845,0.7326690834880776
0.088,64,32,58231.08772064016,0.7380605786897845
0.088,128,8,61236.406048461315,0.7103253793539269
0.088,128,16,60336.920459671775,0.7187727892555591
0.088,128,24,59985.63207217805,0.722037929867617
0.088,128,32,59129.449869097545,0.7299160755710343
0.088,128,40,59732.35094122811,0.7243802879454206
0.088,128,48,58920.3015464292,0.7318233382976794
0.088,128,56,58440.24421823328,0.7361755126248472
0.088,128,80,58054.60998752136,0.7396458634263237
0.09,16,16,59214.559637942744,0.7291380090140822
0.09,32,8,60222.83696106154,0.7198352582262275
0.09,32,16,59808.561915424274,0.7236765270366372
0.09,32,24,57179.89247314696,0.7474323477238927
0.09,64,8,60170.13338263023,0.7203254119335513
0.09,64,32,58245.470919124884,0.7379311635567827
0.09,128,8,61194.79864810159,0.7107188875327577
0.09,128,16,59721.69513745705,0.724478616156379
0.09,128,24,59622.409173888394,0.7253939507645044
0.09,128,32,58714.17136368889,0.7336964654433709
0.09,128,40,59081.4397984794,0.7303544860127743
0.09,128,48,58699.58775371567,0.7338287396277321
0.09,128,56,58704.810879262135,0.7337813693542614
0.09,128,64,58765.173580565504,0.7332336139933966
0.09,128,72,58362.53689505284,0.7368766549606491
0.092,32,8,60313.925076148786,0.7189871089521289
0.092,64,8,59627.94599608034,0.7253429459330523
0.092,64,16,58944.02696850243,0.7316073215653758
0.092,64,24,58799.94734395331,0.7329178073597848
0.092,64,56,58617.78623510192,0.7345700750605819
0.092,128,8,60713.42970418767,0.7152520589976392
0.092,128,16,60265.76105693889,0.71943573855654
0.092,128,24,59318.38294290192,0.7281873495545576
0.092,128,32,58626.918412280655,0.7344873649456176
0.092,128,40,59474.46256163748,0.726755070834495
0.092,128,48,58717.644798975096,0.7336649563397701
0.092,128,56,58214.65740101643,0.7382083740140986
0.092,128,72,57478.82244688535,0.744784654935295
0.092,128,80,59124.38379907834,0.7299623538794051
0.094,16,8,62211.12602797589,0.7010302949247267
0.094,32,8,59914.147165864095,0.7227000301825384
0.094,64,8,59310.36579048844,0.7282608180503743
0.094,128,8,60529.87714417777,0.7169711912085357
0.094,128,16,60024.06159544283,0.7216816655041977
0.094,128,24,59504.67584532004,0.726477381111848
0.094,128,32,59462.96003522054,0.7268607532718812
0.094,128,40,59089.33254384391,0.73028243680257
0.094,128,48,58821.61936066891,0.7327208930191778
0.094,128,64,58108.40737207073,0.7391631158464255
0.094,128,80,58068.77015158494,0.7395188414069651
0.096,32,8,61195.85390720827,0.7107089105684694
0.096,64,24,58726.242617222844,0.7335869536216004
0.096,64,32,58151.66268116249,0.7387746426503388
0.096,128,8,60278.00505027428,0.7193217243684239
0.096,128,16,58761.059893661295,0.7332709611128485
0.096,128,24,60162.97210905119,0.720391980077592
0.096,128,32,59555.442975445505,0.7260104637923521
0.096,128,40,59073.999378682456,0.7304223973398212
0.096,128,48,59190.0588550899,0.7293621078820411
0.096,128,56,58647.51919242032,0.7343007363943714
0.096,128,64,57954.97329422072,0.740538766321907
0.096,128,80,57738.392141469616,0.7424743866484582
0.098,16,8,63084.71469499105,0.6925748842766952
0.098,64,8,59597.96495375886,0.7256190726539107
0.098,64,16,58774.297854435084,0.7331507676958291
0.098,64,40,58249.85073520503,0.7378917491116344
0.098,64,80,57392.661563972186,0.7455492182062201
0.098,128,8,60769.647320207885,0.714724489999331
0.098,128,16,59841.441971330176,0.7233726231019428
0.098,128,24,59288.17950389475,0.7284640795097829
0.098,128,32,59265.3226043019,0.7286734053132429
0.098,128,40,58170.333571577656,0.7386068712477512
0.098,128,48,59033.70582536663,0.7307900221875885
0.098,128,80,57412.34687099695,0.7453746383682096
0.1,32,8,60909.29032424993,0.7134119103973005
0.1,64,8,60041.668646773796,0.7215183615293749
0.1,64,40,57164.96806549226,0.7475641748580573
0.1,128,8,61309.92908939226,0.709629370366317
0.1,128,16,59934.334896534856,0.7225131294091061
0.1,128,24,59597.77494360651,0.7256208222129346
0.1,128,32,59424.71093797884,0.7272120297478504
0.1,128,40,59798.24567247641,0.7237718436314361
0.1,128,48,58597.5084546514,0.7347536848189143
0.1,128,56,58661.4131416509,0.7341748299822161
0.1,128,64,58429.94046005275,0.7362685356473746
0.1,128,80,57976.70113442649,0.7403441811574185
